"","Actual","Prediction"
"200",17,20.1137087357934
"201",24,20.1230662291228
"202",24,20.0959985138251
"203",16,20.115327845618
"204",30,20.0833127104183
"205",27,20.1056499816029
"206",23,20.1050151290203
"207",10,20.1259187891735
"208",15,20.1231222784257
"209",11,20.1257387803575
"210",21,20.1051596151722
"211",17,20.1251809290484
"212",22,20.0974744287043
"213",28,20.1078955716703
"214",28,20.106436666172
"215",10,20.1099528418236
"216",16,20.1295941327767
"217",10,20.1210970528087
"218",21,20.0892184960564
"219",29,20.1057437051549
"220",27,20.0946251791354
"221",26,20.0919952978693
"222",20,20.1300302820101
"223",27,20.098749817692
"224",11,20.1339949360707
"225",18,20.1140579168377
"226",18,20.1236585596783
"227",21,20.114894739806
"228",23,20.1204820668128
"229",11,20.1370252864186
"230",18,20.0933828842554
"231",26,20.1030073670423
"232",20,20.1255531853206
"233",12,20.1131666400312
"234",21,20.1170306799289
"235",27,20.1058511408795
"236",15,20.1133902985569
"237",25,20.0972551331642
"238",11,20.1220592286612
"239",13,20.120538336824
"240",26,20.0850626886437
"241",27,20.1090281739005
"242",24,20.1033126160972
"243",10,20.1231209654602
"244",25,20.0873837371943
"245",30,20.0913953360365
"246",25,20.0938376711796
"247",16,20.1068623713819
"248",13,20.132627302978
"249",22,20.1124306607308
"250",23,20.0988442045649
"251",11,20.1277602583554
"252",19,20.110335029807
"253",17,20.1366721673889
"254",13,20.1259811138562
"255",13,20.1365324657537
"256",29,20.0834700809087
"257",10,20.1230392812855
"258",13,20.1117288889867
"259",25,20.0986131338921
"260",12,20.1192245964166
"261",12,20.1291835618387
"262",22,20.0912450848137
"263",15,20.1061692624877
"264",21,20.1037766797389
"265",29,20.0913026114215
"266",16,20.1125811013722
"267",16,20.1274754867546
"268",19,20.0918136959755
"269",13,20.1096262705033
"270",17,20.1126948137276
"271",18,20.1332522400884
"272",30,20.0842598317801
"273",29,20.0806751288832
"274",11,20.1174150762715
"275",30,20.0927810059493
"276",28,20.1110276443508
"277",13,20.1184938271433
"278",23,20.1010847244857
"279",11,20.1290333058764
"280",23,20.1121035797513
"281",20,20.120000034554
"282",19,20.1201636660555
"283",10,20.1173441182525
"284",16,20.1117782927529
"285",12,20.1207893581337
"286",26,20.1054182417029
"287",30,20.0996834175389
"288",18,20.115433168738
"289",30,20.1047618229811
"290",22,20.1039035942446
"291",15,20.1129113800689
"292",25,20.1014399664411
"293",23,20.0864521522193
"294",28,20.0964247164564
"295",21,20.0878074809131
"296",30,20.1051513218142
"297",25,20.1006716722301
"298",11,20.1247572706387
"299",30,20.098424196261
"300",14,20.1102433785523
"301",15,20.101882840886
"302",12,20.1044966029027
"303",14,20.1321744711618
"304",15,20.117981269711
"305",28,20.1101216913821
"306",16,20.0999222201346
"307",29,20.1154207459384
"308",25,20.1039483953673
"309",14,20.1168562787718
"310",22,20.1214515413012
"311",12,20.1226075893042
"312",28,20.1122142263897
"313",20,20.1112804962985
"314",15,20.1199436482352
"315",27,20.1097696777256
"316",24,20.105972382914
"317",13,20.107963007322
"318",23,20.1034079270951
"319",15,20.1081545154342
"320",17,20.108724091025
"321",13,20.1105693659966
"322",15,20.114699447788
"323",19,20.1225607974618
"324",15,20.1126550773528
"325",28,20.1130641844295
"326",18,20.1272467037314
"327",12,20.1180414855242
"328",26,20.105645247576
"329",14,20.1182452621075
"330",20,20.1027478680623
"331",29,20.1024744804379
"332",17,20.1024709098538
"333",13,20.1225848966068
"334",17,20.1158009013506
"335",23,20.1030996654699
"336",23,20.1027573332921
"337",25,20.0985900080008
"338",27,20.1073922247727
"339",13,20.1300624443337
"340",24,20.1172805532338
"341",30,20.0919305297178
"342",23,20.1148542643042
"343",28,20.1113783902112
"344",13,20.1045163000689
"345",27,20.0950774509202
"346",13,20.1038924607015
"347",28,20.0946468519233
"348",27,20.0951542213463
"349",20,20.1137362726752
"350",10,20.1211709815052
"351",16,20.1168552717826
"352",13,20.106501937631
"353",29,20.1077659588133
"354",11,20.1206963718717
"355",29,20.107759752428
"356",27,20.0942732886218
"357",26,20.0949369975004
"358",20,20.119103250051
"359",13,20.1277032465649
"360",29,20.1179519467182
"361",30,20.1034742707713
"362",18,20.1152939900365
"363",10,20.1233669368679
"364",20,20.1079783988702
"365",28,20.0920126570024
"366",25,20.1071104034858
"367",17,20.1278720107332
"368",25,20.1233946972696
"369",10,20.1120408847414
"370",25,20.1022185219871
"371",23,20.1031932271815
"372",18,20.1190071596001
"373",26,20.11083923353
"374",13,20.1210872742227
"375",12,20.131928914822
"376",18,20.1070554749473
"377",23,20.1171068963396
"378",16,20.1257583086181
"379",19,20.1085713955635
"380",16,20.1266013964559
"381",29,20.0818294984667
"382",15,20.12188346456
"383",30,20.0799486741171
"384",21,20.130634533727
"385",20,20.117453279693
"386",10,20.1159122969876
"387",30,20.0979707499492
"388",22,20.0837693198417
"389",20,20.1218609609803
"390",14,20.1174869310245
"391",24,20.1013307356613
"392",27,20.0911072244197
"393",23,20.1133244561541
"394",16,20.1111445175374
"395",10,20.1137498530879
"396",27,20.1117850306464
"397",27,20.1153814455887
"398",14,20.1325247312463
"399",17,20.1129735100103
"400",17,20.0958314601541
"401",10,20.1237193254298
"402",29,20.096737692182
"403",16,20.1139111278127
"404",22,20.1202566908105
"405",26,20.1230153890274
"406",15,20.1243520819639
"407",13,20.1154021562788
"408",24,20.0925608705078
"409",20,20.1259904275156
"410",18,20.12196077114
"411",28,20.0919827002719
"412",23,20.1022984769268
"413",10,20.122811822302
"414",11,20.1233028996403
"415",19,20.1084328034092
"416",17,20.1113593191434
"417",21,20.1042919617729
"418",22,20.1092053007661
"419",16,20.1258404755225
"420",25,20.0874065471318
"421",16,20.1080462919468
"422",26,20.1022215427307
"423",10,20.1323566500813
"424",20,20.1072778704025
"425",18,20.120640855314
"426",10,20.1065353414379
"427",16,20.105080763613
"428",20,20.1296932443646
"429",16,20.1177462938337
"430",21,20.1236832318704
"431",22,20.1051732109928
"432",19,20.1217465301779
"433",23,20.1021502059576
"434",22,20.1037394495735
"435",19,20.1128851928524
"436",10,20.1351009698254
"437",26,20.1147068062953
"438",30,20.1038947773632
"439",13,20.1179636305247
"440",17,20.1198501654108
"441",14,20.1300907822274
"442",11,20.1092780612681
"443",20,20.1062115817557
"444",29,20.1179432712551
"445",30,20.0922983277602
"446",18,20.1194315055979
"447",16,20.1063362955109
"448",20,20.1282032395045
"449",21,20.1044804180025
"450",12,20.1091105309661
"451",25,20.1001423840022
"452",25,20.110759774106
"453",16,20.1298328305774
"454",29,20.0953080746908
"455",21,20.1108397781659
"456",26,20.0834114879948
"457",28,20.0849253857555
"458",15,20.109519383348
"459",15,20.122787384336
"460",15,20.1101323074771
"461",27,20.0958147762073
"462",27,20.1089242026266
"463",15,20.1243869186012
"464",28,20.1065659073166
"465",21,20.1043756026788
"466",16,20.1151481205955
"467",10,20.1265876488662
"468",25,20.0948778019767
"469",27,20.120411085487
"470",20,20.1053694659415
"471",18,20.123374065861
"472",30,20.0878022408415
"473",22,20.1155091562067
"474",18,20.129634782147
"475",20,20.1249629488553
"476",24,20.1144649127752
"477",25,20.0967699805476
"478",23,20.1030797168914
"479",25,20.1000369657105
"480",19,20.1256539390336
"481",17,20.1042139147275
"482",10,20.114168588685
"483",19,20.1167529801041
"484",22,20.1015001076488
"485",11,20.1185761870788
"486",23,20.1048659515991
"487",22,20.1272270090916
"488",29,20.1036761307104
"489",20,20.1148777858005
"490",16,20.1092912176034
"491",17,20.1010599085953
"492",16,20.127032072844
"493",21,20.1072167403502
"494",19,20.1139398731646
"495",15,20.1039501528351
"496",18,20.1077003312988
"497",12,20.1196297739614
"498",27,20.1027917277187
"499",24,20.1060723760919
"500",21,20.1057783095301
"501",19,20.1229634141271
"502",13,20.1183367613109
"503",30,20.0908377027742
"504",18,20.1118393160145
"505",14,20.1163219002226
"506",28,20.1089863252684
"507",30,20.0950845510305
"508",20,20.1071339422473
"509",21,20.0922921638559
"510",21,20.1307289306937
"511",16,20.0977681280196
"512",19,20.1162249953425
"513",14,20.1168841434174
"514",18,20.1239792285444
"515",15,20.1178200000869
"516",13,20.101091437921
"517",25,20.1059014262453
"518",11,20.1233219494973
"519",30,20.0970254055243
"520",28,20.09398201016
"521",30,20.1046571120939
"522",25,20.109737899528
"523",11,20.1221838514633
"524",23,20.0999733056807
"525",19,20.0979562000268
"526",27,20.100190675408
"527",15,20.1282180901278
"528",21,20.09846859992
"529",18,20.1101017255836
"530",15,20.1299166995264
"531",27,20.1100262425596
"532",21,20.1050301962059
"533",13,20.1056304071748
"534",18,20.1165467581046
"535",13,20.1295006005052
"536",18,20.109120396089
"537",23,20.0992295424283
"538",29,20.0929978813324
"539",20,20.1086950039996
"540",29,20.098597701001
"541",12,20.1179882640347
"542",28,20.1170375337748
"543",25,20.112943940576
"544",18,20.1077764213958
"545",21,20.1155064760267
"546",21,20.1285492614457
"547",30,20.0955655251777
"548",11,20.11720872325
"549",14,20.12614435441
"550",17,20.0996973526616
"551",21,20.1017518260235
"552",21,20.1155412374719
"553",25,20.0895167267734
"554",19,20.0932390576376
"555",22,20.1150283981327
"556",28,20.0794903385254
"557",15,20.1169487064173
"558",13,20.117637249487
"559",22,20.1179827595476
"560",24,20.1102080822141
"561",29,20.090826709914
"562",10,20.1256135213182
"563",30,20.0975195152011
"564",26,20.1115819091154
"565",24,20.1250760349586
"566",17,20.1206732465791
"567",12,20.1229900178187
"568",12,20.1343645470405
"569",14,20.1176228604025
"570",22,20.1146757614142
"571",13,20.1325296713194
"572",16,20.1076087065995
"573",23,20.1174946262272
"574",28,20.0981115900559
"575",18,20.1085034521262
"576",23,20.1183295711322
"577",25,20.1099338002665
"578",20,20.1014696159318
"579",11,20.1125783775003
"580",19,20.1116646686475
"581",20,20.1076278093079
"582",24,20.1071134489683
"583",30,20.0865621120108
"584",18,20.1239538085606
"585",13,20.1194944290211
"586",14,20.11689280797
"587",25,20.1141539809222
"588",25,20.1117838159153
"589",25,20.0977244270325
"590",29,20.087323038931
"591",20,20.107655095624
"592",18,20.1229936910316
"593",27,20.1119517269065
"594",30,20.0842962512867
"595",15,20.0999979592012
"596",30,20.1105133978409
"597",18,20.1121961627093
"598",19,20.0992957451938
"599",10,20.1265700337656
"600",16,20.1063249758355
"601",30,20.1079151702852
"602",13,20.1189001739476
"603",25,20.1089134034895
"604",25,20.1038309172381
"605",24,20.1022107807822
"606",29,20.0924608264234
"607",24,20.102488378634
"608",28,20.0923937484941
"609",26,20.117982594712
"610",14,20.0991907486289
"611",23,20.1177970792046
"612",11,20.1228020735482
"613",12,20.1312817607423
"614",26,20.0824947036759
"615",22,20.1084884796076
"616",26,20.1016913328716
"617",20,20.1214609704274
"618",30,20.1095957290074
"619",13,20.1142287325772
"620",11,20.1188854543925
"621",10,20.110869161338
"622",27,20.0976498728247
"623",12,20.1290457598561
"624",20,20.0911003919035
"625",15,20.1263140676796
"626",17,20.126298843668
"627",16,20.1076853313011
"628",16,20.1149649873046
"629",24,20.0858745537598
"630",23,20.112314420728
"631",19,20.1294497604127
"632",17,20.1222774909817
"633",12,20.1311687590051
"634",10,20.1194190782705
"635",29,20.104452822311
"636",25,20.1112172552521
"637",10,20.1318533593299
"638",15,20.116178128748
"639",28,20.1103265535389
"640",16,20.1087111908789
"641",21,20.1185239711818
"642",28,20.0955146323674
"643",20,20.1074237141801
"644",24,20.0859732299079
"645",30,20.0862278732659
"646",27,20.1210733450921
"647",27,20.0992306820419
"648",28,20.1207342747383
"649",19,20.1122891560345
"650",12,20.1196072447821
"651",25,20.1101605738846
"652",26,20.0992431236396
"653",27,20.1128644525401
"654",14,20.1199342336141
"655",24,20.0958497896026
"656",17,20.1129895416772
"657",28,20.1032138854483
"658",27,20.1096765001461
"659",29,20.0915426907466
"660",22,20.1196128351579
"661",14,20.1172834780731
"662",20,20.0933578272701
"663",13,20.1273185196393
"664",10,20.1057848754054
"665",20,20.1268790250686
"666",23,20.1023128697345
"667",19,20.1100249007437
"668",29,20.08426926174
"669",14,20.1310747368441
"670",18,20.0990718902785
"671",22,20.1099913184647
"672",23,20.0979210512454
"673",18,20.1205973020663
"674",22,20.1200183868779
"675",29,20.1060560245651
"676",24,20.0953881233046
"677",24,20.1012251418244
"678",18,20.127473427903
"679",23,20.1101117830584
"680",25,20.1167871464975
"681",14,20.1305580996866
"682",15,20.1162607546965
"683",26,20.0935908049937
"684",30,20.1035857362995
"685",29,20.0926155495839
"686",27,20.0815127207787
"687",18,20.1098375929129
"688",28,20.108989250192
"689",10,20.1080348083565
"690",21,20.1003051324112
"691",22,20.1056541088462
"692",12,20.1379182055034
"693",19,20.095150576165
"694",22,20.1121433709221
"695",27,20.0801208597116
"696",10,20.1254726910074
"697",21,20.1032843547944
"698",19,20.1263260234396
"699",19,20.110713108388
"700",22,20.1051952340802
"701",28,20.0881818672065
"702",18,20.109610861113
"703",24,20.1084652014584
"704",25,20.0967018151124
"705",17,20.1231068478055
"706",24,20.1148802733717
"707",25,20.0995995275365
"708",30,20.0874644207024
"709",18,20.1187372486664
"710",11,20.1125504435072
"711",23,20.0877696765873
"712",22,20.1057001111755
"713",22,20.0998822528324
"714",12,20.1180601375507
"715",26,20.1180847792702
"716",27,20.1123465415114
"717",13,20.1193986595339
"718",22,20.1098646137928
"719",20,20.1217135614738
"720",17,20.1150087755382
"721",24,20.1148462259133
"722",29,20.0914933509432
"723",26,20.1146517445861
"724",15,20.112149361308
"725",12,20.1197538570172
"726",27,20.0952406256012
"727",23,20.097667817336
"728",24,20.1117356580983
"729",28,20.0928743273192
"730",14,20.1181178139214
"731",29,20.0981568647618
"732",14,20.1152566476772
"733",24,20.1142357300465
"734",19,20.1128320915647
"735",18,20.1162801857873
"736",15,20.1261942734849
"737",10,20.124802939394
"738",24,20.0960111061945
"739",25,20.1121173310914
"740",27,20.1118685287405
"741",18,20.1255258219632
"742",23,20.1063230303141
"743",16,20.1036753339943
"744",27,20.1058286347941
"745",23,20.1120580968862
"746",16,20.1004239391015
"747",22,20.121807734809
"748",24,20.1123962098709
"749",14,20.1018416917269
"750",22,20.1074375570018
"751",11,20.1195991194324
"752",11,20.1320997260015
"753",13,20.1184782039436
"754",15,20.1128848252596
"755",30,20.106043927485
"756",12,20.1163505742992
"757",10,20.1474048522139
"758",21,20.1181330477965
"759",10,20.1111967406774
"760",22,20.1133873920585
"761",19,20.1321095500208
"762",14,20.1322125663447
"763",19,20.1280307950813
"764",17,20.1123115135619
"765",27,20.1087911564641
"766",24,20.1152047448676
"767",22,20.1046233697153
"768",27,20.1141762056278
"769",23,20.101680517909
"770",30,20.0826842579703
"771",14,20.1219010201698
"772",28,20.100053425484
"773",26,20.1160592742659
"774",16,20.099278335612
"775",10,20.1215987855726
"776",19,20.1144366943506
"777",15,20.1094254848045
"778",26,20.1138166842787
"779",24,20.0945657900834
"780",25,20.1243350963734
"781",25,20.1083190180856
"782",19,20.1003357334037
"783",25,20.1006262730361
"784",27,20.107301185419
"785",21,20.1152399677991
"786",20,20.1147912103286
"787",12,20.1048423670081
"788",14,20.116880005013
"789",20,20.1129535838168
"790",10,20.116362234097
"791",17,20.1057560731955
"792",17,20.1102893362676
"793",19,20.1263734917468
"794",30,20.0992143922394
"795",17,20.1254040990306
"796",17,20.1148928401098
"797",16,20.0981598666157
"798",25,20.1006375459615
"799",12,20.1194393848037
"800",15,20.106613024581
"801",18,20.113593765485
"802",21,20.1049524746471
"803",30,20.0943754121544
"804",28,20.0793724534147
"805",15,20.1089759838164
"806",27,20.1186348699462
"807",11,20.1325040236472
"808",21,20.1215518395769
"809",16,20.1093046628284
"810",19,20.1050708494021
"811",13,20.1162457080825
"812",29,20.0917765811655
"813",24,20.0991142681097
"814",27,20.1061180897759
"815",22,20.1011639832893
"816",16,20.1131549805932
"817",14,20.1120666576138
"818",25,20.1003309753544
"819",10,20.1199222995728
"820",29,20.1181274084607
"821",20,20.1218955427812
"822",18,20.1136393055866
"823",27,20.111163924402
"824",13,20.110448022076
"825",23,20.0970184723544
"826",20,20.1136336735408
"827",17,20.1114713532409
"828",15,20.1379188834547
"829",15,20.1085993921709
"830",25,20.1187275508307
"831",23,20.0959034200671
"832",22,20.1208340553176
"833",11,20.1175910184759
"834",21,20.1221917346953
"835",27,20.0851697780304
"836",13,20.1177231403212
"837",21,20.112151986165
"838",27,20.1077795974264
"839",25,20.0978421411006
"840",10,20.1192105420179
"841",21,20.1148161756453
"842",11,20.1353642954323
"843",23,20.1186701981819
"844",10,20.1357598968637
"845",20,20.1074941081469
"846",12,20.1201861647062
"847",25,20.1160384308954
"848",18,20.1242682549743
"849",27,20.1024265966367
"850",30,20.104223109227
"851",10,20.1210788830076
"852",18,20.1238582108099
